gene	chrom	start	end	bin_index	prediction_stored_as_is	gt_chip_clip0_log1p
BCL11A	chr2	60018324	60018424	129	0.018631583992391825	0.3972326465810616
BCL11A	chr2	60018424	60018524	130	0.01626881261356175	0.0
BCL11A	chr2	60018524	60018624	131	0.016156951244920493	0.22878369233038207
BCL11A	chr2	60018624	60018724	132	0.016115724593400955	0.0
BCL11A	chr2	60018724	60018824	133	0.016450123097747564	0.10991757991869046
BCL11A	chr2	60018824	60018924	134	0.020351264532655476	0.0
BCL11A	chr2	60018924	60019024	135	0.023893779311329126	0.0
BCL11A	chr2	60019024	60019124	136	0.031937371138483286	0.0
BCL11A	chr2	60019124	60019224	137	0.03756769094616175	0.45756738466076413
BCL11A	chr2	60019224	60019324	138	0.06524842541664838	0.022878369233038206
BCL11A	chr2	60019324	60019424	139	0.057454586252570154	0.20590532309734386
BCL11A	chr2	60019424	60019524	140	0.07004365928471089	0.0
BCL11A	chr2	60019524	60019624	141	0.04952205382287502	0.0
BCL11A	chr2	60019624	60019724	142	0.03259211814031005	0.0
BCL11A	chr2	60019724	60019824	143	0.02881311431527138	0.45756738466076413
BCL11A	chr2	60019824	60019924	144	0.028097165301442146	0.22878369233038207
BCL11A	chr2	60019924	60020024	145	0.023262604884803296	0.4585787544733631
BCL11A	chr2	60020024	60020124	146	0.02114403238520026	0.4003714615781686
BCL11A	chr2	60020124	60020224	147	0.02047660021111369	0.45756738466076413
BCL11A	chr2	60020224	60020324	148	0.021375157665461303	0.0
BCL11A	chr2	60020324	60020424	149	0.025056728273630143	0.0
BCL11A	chr2	60020424	60020524	150	0.028643951192498206	0.3202971692625349
BCL11A	chr2	60020524	60020624	151	0.03368711732327938	0.13727021539822923
BCL11A	chr2	60020624	60020724	152	0.03780146084725857	0.45756738466076413
BCL11A	chr2	60020724	60020824	153	0.0560653842240572	0.0
BCL11A	chr2	60020824	60020924	154	0.0856309536844492	0.22878369233038207
BCL11A	chr2	60020924	60021024	155	0.07570866778492928	0.22878369233038207
BCL11A	chr2	60021024	60021124	156	0.10206548348069192	0.45756738466076413
BCL11A	chr2	60021124	60021224	157	0.07704159192740917	0.22878369233038207
BCL11A	chr2	60021224	60021324	158	0.07802145317196846	0.3302108356482374
BCL11A	chr2	60021324	60021424	159	0.048639363683760165	0.20590532309734386
BCL11A	chr2	60021424	60021524	160	0.03163356464356184	0.022878369233038206
BCL11A	chr2	60021524	60021624	161	0.030604929346591234	0.0
BCL11A	chr2	60021624	60021724	162	0.0326350056193769	0.22878369233038207
BCL11A	chr2	60021724	60021824	163	0.03351555958390236	0.0
BCL11A	chr2	60021824	60021924	164	0.03795547086745501	0.0
BCL11A	chr2	60021924	60022024	165	0.06403929200023413	0.10142714331785534
BCL11A	chr2	60022024	60022124	166	0.04863792836666107	0.0
BCL11A	chr2	60022124	60022224	167	0.0529837653785944	0.42065689024173947
BCL11A	chr2	60022224	60022324	168	0.04858660515397787	0.24022287694690114
BCL11A	chr2	60022324	60022424	169	0.04813986357301474	0.0
BCL11A	chr2	60022424	60022524	170	0.045752513483166696	0.057195923082595516
BCL11A	chr2	60022524	60022624	171	0.0595007848739624	0.17158776924778654
BCL11A	chr2	60022624	60022724	172	0.10062648870050907	0.0
BCL11A	chr2	60022724	60022824	173	0.09590406470000744	0.22878369233038207
BCL11A	chr2	60022824	60022924	174	0.10337355263531207	0.0
BCL11A	chr2	60022924	60023024	175	0.08904980696737766	0.0
BCL11A	chr2	60023024	60023124	176	0.058369270637631414	0.22878369233038207
BCL11A	chr2	60023124	60023224	177	0.04605245471000671	0.22878369233038207
BCL11A	chr2	60023224	60023324	178	0.050961534194648266	0.0
BCL11A	chr2	60023324	60023424	179	0.05163564693182707	0.22878369233038207
BCL11A	chr2	60023424	60023524	180	0.048699478507041934	0.0
BCL11A	chr2	60023524	60023624	181	0.051311971992254256	0.10991757991869046
BCL11A	chr2	60023624	60023724	182	0.06003764390945435	0.0
BCL11A	chr2	60023724	60023824	183	0.09293360024690628	0.22878369233038207
BCL11A	chr2	60023824	60023924	184	0.08763337783515453	0.5844658377811249
BCL11A	chr2	60023924	60024024	185	0.11545605055987834	0.3546147231120921
BCL11A	chr2	60024024	60024124	186	0.09797105200588703	0.2817945287501683
BCL11A	chr2	60024124	60024224	187	0.0918817438185215	0.22878369233038207
BCL11A	chr2	60024224	60024324	188	0.083503095805645	0.0
BCL11A	chr2	60024324	60024424	189	0.08652007222175598	0.0
BCL11A	chr2	60024424	60024524	190	0.0935227033495903	0.13727021539822926
BCL11A	chr2	60024524	60024624	191	0.09142547979950905	0.48044575389380223
BCL11A	chr2	60024624	60024724	192	0.11352728866040707	0.2889283634286615
BCL11A	chr2	60024724	60024824	193	0.10934240818023681	0.22878369233038207
BCL11A	chr2	60024824	60024924	194	0.10914503365755081	0.22878369233038207
BCL11A	chr2	60024924	60025024	195	0.1316612568497658	0.0
BCL11A	chr2	60025024	60025124	196	0.11599074363708496	0.22878369233038207
BCL11A	chr2	60025124	60025224	197	0.1341249793767929	0.2118028191287118
BCL11A	chr2	60025224	60025324	198	0.1210835874825716	0.0
BCL11A	chr2	60025324	60025424	199	0.11847880728542805	0.0
BCL11A	chr2	60025424	60025524	200	0.09066185429692268	0.0
BCL11A	chr2	60025524	60025624	201	0.08845262840390206	0.0
BCL11A	chr2	60025624	60025724	202	0.053569707088172436	0.057195923082595516
BCL11A	chr2	60025724	60025824	203	0.046675542332232	0.17158776924778654
BCL11A	chr2	60025824	60025924	204	0.045282590836286545	0.22878369233038207
BCL11A	chr2	60025924	60026024	205	0.024560086019337176	0.0
BCL11A	chr2	60026024	60026124	206	0.02341512670740485	0.0
BCL11A	chr2	60026124	60026224	207	0.01884009821340442	0.0
BCL11A	chr2	60026224	60026324	208	0.022420375198125838	0.0
BCL11A	chr2	60026324	60026424	209	0.022936188708990814	0.0
BCL11A	chr2	60026424	60026524	210	0.0282184094004333	0.0
BCL11A	chr2	60026524	60026624	211	0.03528076328337192	0.30885798464601577
BCL11A	chr2	60026624	60026724	212	0.037681473642587664	0.14870940001474833
BCL11A	chr2	60026724	60026824	213	0.05911616489291191	0.42635374395521053
BCL11A	chr2	60026824	60026924	214	0.06958455733954906	0.0
BCL11A	chr2	60026924	60027024	215	0.08328885838389397	0.0
BCL11A	chr2	60027024	60027124	216	0.10498121112585068	0.0
BCL11A	chr2	60027124	60027224	217	0.11393463782966137	0.20590532309734386
BCL11A	chr2	60027224	60027324	218	0.12717134535312652	0.25166206156342025
BCL11A	chr2	60027324	60027424	219	0.0860559143871069	0.22878369233038207
BCL11A	chr2	60027424	60027524	220	0.07610010765492917	0.0
BCL11A	chr2	60027524	60027624	221	0.08146969109773636	0.10295266154867194
BCL11A	chr2	60027624	60027724	222	0.10053332217037678	0.23574861070040057
BCL11A	chr2	60027724	60027824	223	0.08418339103460312	0.237629936377434
BCL11A	chr2	60027824	60027924	224	0.10338422246277332	0.19446613848082475
BCL11A	chr2	60027924	60028024	225	0.07205931954085827	0.45756738466076413
BCL11A	chr2	60028024	60028124	226	0.07873306944966316	0.22878369233038207
BCL11A	chr2	60028124	60028224	227	0.08498235449194907	0.0
BCL11A	chr2	60028224	60028324	228	0.10542438127100467	0.0
BCL11A	chr2	60028324	60028424	229	0.11197933822870254	0.0
BCL11A	chr2	60028424	60028524	230	0.0980680039525032	0.45756738466076413
BCL11A	chr2	60028524	60028624	231	0.09702021844685077	0.1948219459270416
BCL11A	chr2	60028624	60028724	232	0.10307671755552292	0.4066247650557534
BCL11A	chr2	60028724	60028824	233	0.10129413805902004	0.0
BCL11A	chr2	60028824	60028924	234	0.11701877996325492	0.22878369233038207
BCL11A	chr2	60028924	60029024	235	0.10921943001449108	0.22878369233038207
BCL11A	chr2	60029024	60029124	236	0.09418856151401997	0.3639264625441035
BCL11A	chr2	60029124	60029224	237	0.07272447660565376	0.22878369233038207
BCL11A	chr2	60029224	60029324	238	0.05863824423402548	0.3730479339064066
BCL11A	chr2	60029324	60029424	239	0.06063077613711357	0.3546147231120921
BCL11A	chr2	60029424	60029524	240	0.06100504048168659	0.45863480699941467
BCL11A	chr2	60029524	60029624	241	0.08334867272526025	0.11439184616519103
BCL11A	chr2	60029624	60029724	242	0.07170431796461343	0.11439184616519103
BCL11A	chr2	60029724	60029824	243	0.08984110288321973	0.22878369233038207
BCL11A	chr2	60029824	60029924	244	0.08575012974441051	0.0
BCL11A	chr2	60029924	60030024	245	0.07165826961398125	0.0
BCL11A	chr2	60030024	60030124	246	0.06756428942084312	0.22878369233038207
BCL11A	chr2	60030124	60030224	247	0.06464109126478433	0.0
BCL11A	chr2	60030224	60030324	248	0.0546375497803092	0.0
BCL11A	chr2	60030324	60030424	249	0.04513706486672163	0.29708533857901503
BCL11A	chr2	60030424	60030524	250	0.04445821661502123	0.04021504988092529
BCL11A	chr2	60030524	60030624	251	0.04521995097398758	0.033361766723594796
BCL11A	chr2	60030624	60030724	252	0.04300598114728928	0.0
BCL11A	chr2	60030724	60030824	253	0.055156681649386884	0.16086019952370115
BCL11A	chr2	60030824	60030924	254	0.09494239896535873	0.0
BCL11A	chr2	60030924	60031024	255	0.08372152239084243	0.20768436032842813
BCL11A	chr2	60031024	60031124	256	0.09000923685729503	0.24942492844016997
BCL11A	chr2	60031124	60031224	257	0.06974574118852615	0.22878369233038207
BCL11A	chr2	60031224	60031324	258	0.040253820568323134	0.6592876210952987
BCL11A	chr2	60031324	60031424	259	0.03043327497318387	0.1684489542506796
BCL11A	chr2	60031424	60031524	260	0.025700708832591772	0.22878369233038207
BCL11A	chr2	60031524	60031624	261	0.018878925405442715	0.0
BCL11A	chr2	60031624	60031724	262	0.01422083226032555	0.0
BCL11A	chr2	60031724	60031824	263	0.012532744612544775	0.0
BCL11A	chr2	60031824	60031924	264	0.010228819586336613	0.0
BCL11A	chr2	60031924	60032024	265	0.008655312797054648	0.09151347693215284
BCL11A	chr2	60032024	60032124	266	0.00913986367173493	0.3660539077286113
BCL11A	chr2	60032124	60032224	267	0.009262268934398889	0.22878369233038207
BCL11A	chr2	60032224	60032324	268	0.010090770982205868	0.22878369233038207
BCL11A	chr2	60032324	60032424	269	0.01063815139234066	0.0
BCL11A	chr2	60032424	60032524	270	0.012233843738213181	0.0
BCL11A	chr2	60032524	60032624	271	0.014797426229342818	0.0
BCL11A	chr2	60032624	60032724	272	0.021317409612238408	0.2033123825278767
BCL11A	chr2	60032724	60032824	273	0.024131715167313814	0.22878369233038207
BCL11A	chr2	60032824	60032924	274	0.025665783826261758	0.1268984531203607
BCL11A	chr2	60032924	60033024	275	0.034075537454336884	0.22878369233038207
BCL11A	chr2	60033024	60033124	276	0.0381789318844676	0.22029325572954694
BCL11A	chr2	60033124	60033224	277	0.04957003578543663	0.0674653969145149
BCL11A	chr2	60033224	60033324	278	0.07942202523350715	0.0
BCL11A	chr2	60033324	60033424	279	0.08862996503710746	0.0
BCL11A	chr2	60033424	60033524	280	0.10110286287963391	0.0
BCL11A	chr2	60033524	60033624	281	0.08511255398392677	0.0
BCL11A	chr2	60033624	60033724	282	0.0753366481512785	0.35144100626188207
BCL11A	chr2	60033724	60033824	283	0.05108506366610527	0.08597178834700171
BCL11A	chr2	60033824	60033924	284	0.03323818504810333	0.21287024146736236
BCL11A	chr2	60033924	60034024	285	0.03297135377302766	0.0
BCL11A	chr2	60034024	60034124	286	0.0271013761498034	0.0
BCL11A	chr2	60034124	60034224	287	0.023476094622164965	0.0
BCL11A	chr2	60034224	60034324	288	0.021010630056262015	0.0
BCL11A	chr2	60034324	60034424	289	0.02349628573283553	0.0
BCL11A	chr2	60034424	60034524	290	0.02741658451035619	0.0
BCL11A	chr2	60034524	60034624	291	0.024835314061492683	0.0
BCL11A	chr2	60034624	60034724	292	0.03069052530452609	0.0
BCL11A	chr2	60034724	60034824	293	0.05178744081407785	0.0
BCL11A	chr2	60034824	60034924	294	0.10089208275079727	0.0
BCL11A	chr2	60034924	60035024	295	0.11558492571115493	0.22878369233038207
BCL11A	chr2	60035024	60035124	296	0.1374697966873646	0.0
BCL11A	chr2	60035124	60035224	297	0.14044091418385507	0.22878369233038207
BCL11A	chr2	60035224	60035324	298	0.1447272865474224	0.22878369233038207
BCL11A	chr2	60035324	60035424	299	0.14244272626936436	0.0
BCL11A	chr2	60035424	60035524	300	0.1368699161708355	0.22878369233038207
BCL11A	chr2	60035524	60035624	301	0.12711021915078163	0.0
BCL11A	chr2	60035624	60035724	302	0.1364569568634033	0.0
BCL11A	chr2	60035724	60035824	303	0.0975748498737812	0.0
BCL11A	chr2	60035824	60035924	304	0.07537263661623	0.22878369233038207
BCL11A	chr2	60035924	60036024	305	0.05495565976947546	0.4138682876729891
BCL11A	chr2	60036024	60036124	306	0.04879849549382925	0.2118028191287118
BCL11A	chr2	60036124	60036224	307	0.04203235674649477	0.3546147231120921
BCL11A	chr2	60036224	60036324	308	0.04407666567713022	0.46691402594587844
BCL11A	chr2	60036324	60036424	309	0.03253118818625808	0.06863510769911461
BCL11A	chr2	60036424	60036524	310	0.03348688272759318	0.3576837344029928
BCL11A	chr2	60036524	60036624	311	0.02444250477477908	0.0
BCL11A	chr2	60036624	60036724	312	0.03349308328703046	0.0
BCL11A	chr2	60036724	60036824	313	0.02309784609824419	0.0
BCL11A	chr2	60036824	60036924	314	0.018313939198851586	0.0
BCL11A	chr2	60036924	60037024	315	0.020212723407894373	0.0
BCL11A	chr2	60037024	60037124	316	0.016743516717106104	0.0
BCL11A	chr2	60037124	60037224	317	0.013385687135159969	0.22878369233038207
BCL11A	chr2	60037224	60037324	318	0.012530044000595809	0.22878369233038207
BCL11A	chr2	60037324	60037424	319	0.011134496359154582	0.0
BCL11A	chr2	60037424	60037524	320	0.011706188395619392	0.0
BCL11A	chr2	60037524	60037624	321	0.012375848637893795	0.22878369233038207
BCL11A	chr2	60037624	60037724	322	0.01138762667775154	0.0
BCL11A	chr2	60037724	60037824	323	0.01148244340904057	0.48112752741719544
BCL11A	chr2	60037824	60037924	324	0.009532848969101906	0.14870940001474836
BCL11A	chr2	60037924	60038024	325	0.00861213454976678	0.30885798464601577
BCL11A	chr2	60038024	60038124	326	0.011265683937817812	0.18633150932620648
BCL11A	chr2	60038124	60038224	327	0.01441583755426109	0.0
BCL11A	chr2	60038224	60038324	328	0.015247600888833403	0.0
BCL11A	chr2	60038324	60038424	329	0.01499787145294249	0.0
BCL11A	chr2	60038424	60038524	330	0.018111989917233586	0.38893227696164934
BCL11A	chr2	60038524	60038624	331	0.016437912983819844	0.29741880002949667
BCL11A	chr2	60038624	60038724	332	0.01792137434706092	0.4325964720963211
BCL11A	chr2	60038724	60038824	333	0.013886059504002332	0.22878369233038207
BCL11A	chr2	60038824	60038924	334	0.013698950242251158	0.22878369233038207
BCL11A	chr2	60038924	60039024	335	0.019818122629076243	0.6998479030859667
BCL11A	chr2	60039024	60039124	336	0.017334466660395266	0.15910231296556512
BCL11A	chr2	60039124	60039224	337	0.015822759568691253	0.5739819704511534
BCL11A	chr2	60039224	60039324	338	0.013063512584194541	0.22878369233038207
BCL11A	chr2	60039324	60039424	339	0.012610658500343562	0.0
BCL11A	chr2	60039424	60039524	340	0.012464875699952244	0.15236976292286603
BCL11A	chr2	60039524	60039624	341	0.01142212301492691	0.0
BCL11A	chr2	60039624	60039724	342	0.0111965327616781	0.0
BCL11A	chr2	60039724	60039824	343	0.010643136939033866	0.0
BCL11A	chr2	60039824	60039924	344	0.01581860676407814	0.22878369233038207
BCL11A	chr2	60039924	60040024	345	0.01982943568378687	0.0
BCL11A	chr2	60040024	60040124	346	0.017035352140665053	0.22878369233038207
BCL11A	chr2	60040124	60040224	347	0.018500090539455415	0.0
BCL11A	chr2	60040224	60040324	348	0.03438479393720627	0.0
BCL11A	chr2	60040324	60040424	349	0.031829009540379045	0.0
BCL11A	chr2	60040424	60040524	350	0.03524726271629333	0.0
BCL11A	chr2	60040524	60040624	351	0.040307273343205455	0.0
BCL11A	chr2	60040624	60040724	352	0.042612277679145334	0.0
BCL11A	chr2	60040724	60040824	353	0.048573941141366955	0.1438793263220309
BCL11A	chr2	60040824	60040924	354	0.04112675942480564	0.40937287075354023
BCL11A	chr2	60040924	60041024	355	0.051067396961152554	0.26416866851858983
BCL11A	chr2	60041024	60041124	356	0.0437495344504714	0.057551730528812364
BCL11A	chr2	60041124	60041224	357	0.046678473614156245	0.45756738466076413
BCL11A	chr2	60041224	60041324	358	0.044777051247656345	0.0
BCL11A	chr2	60041324	60041424	359	0.03691599959507585	0.22878369233038207
BCL11A	chr2	60041424	60041524	360	0.03883281372487545	0.0
BCL11A	chr2	60041524	60041624	361	0.04179990693926811	0.22878369233038207
BCL11A	chr2	60041624	60041724	362	0.047113981656730176	0.22878369233038207
BCL11A	chr2	60041724	60041824	363	0.070646340996027	0.22878369233038207
BCL11A	chr2	60041824	60041924	364	0.07998569086194038	0.0
BCL11A	chr2	60041924	60042024	365	0.10376714162528515	0.0
BCL11A	chr2	60042024	60042124	366	0.10826648585498333	0.22878369233038207
BCL11A	chr2	60042124	60042224	367	0.11432277105748653	0.0
BCL11A	chr2	60042224	60042324	368	0.08622949376702309	0.22878369233038207
BCL11A	chr2	60042324	60042424	369	0.08580263577401638	0.0
BCL11A	chr2	60042424	60042524	370	0.06396691270172596	0.05897496031367977
BCL11A	chr2	60042524	60042624	371	0.053296948038041594	0.0
BCL11A	chr2	60042624	60042724	372	0.037303127571940424	0.10991757991869046
BCL11A	chr2	60042724	60042824	373	0.03923281256109476	0.0
BCL11A	chr2	60042824	60042924	374	0.03803033202886581	0.22878369233038207
BCL11A	chr2	60042924	60043024	375	0.041675308756530284	0.0
BCL11A	chr2	60043024	60043124	376	0.050386298820376395	0.22878369233038207
BCL11A	chr2	60043124	60043224	377	0.05378757406026125	0.0
BCL11A	chr2	60043224	60043324	378	0.07480410318821669	0.0
BCL11A	chr2	60043324	60043424	379	0.057851642072200775	0.0
BCL11A	chr2	60043424	60043524	380	0.06648755989968777	0.0
BCL11A	chr2	60043524	60043624	381	0.03796612270176411	0.22878369233038207
BCL11A	chr2	60043624	60043724	382	0.029002351667732	0.0
BCL11A	chr2	60043724	60043824	383	0.026458170264959335	0.22878369233038207
BCL11A	chr2	60043824	60043924	384	0.021314369011670352	0.22878369233038207
BCL11A	chr2	60043924	60044024	385	0.018295005206018688	0.22878369233038207
BCL11A	chr2	60044024	60044124	386	0.015386761119589209	0.6062767846755124
BCL11A	chr2	60044124	60044224	387	0.016091565173119306	0.08007429231563372
BCL11A	chr2	60044224	60044324	388	0.016589002134278417	0.0
BCL11A	chr2	60044324	60044424	389	0.021715001724660395	0.29624908924489696
